l1_id,l1_label,lang,phrase,df_in,df_out,score,examples
medtop:04000000,"economy, business and finance",en,no longer,9,37,0.656423,"1298,1380,1607"
medtop:04000000,"economy, business and finance",en,require,10,38,0.645758,"1323,1509,1515"
medtop:04000000,"economy, business and finance",en,partners,8,31,0.642913,"1314,1336,1437"
medtop:04000000,"economy, business and finance",en,concern,8,31,0.642913,"1382,1509,601"
medtop:04000000,"economy, business and finance",en,threats,15,56,0.640961,"1298,1323,1509"
medtop:04000000,"economy, business and finance",en,travel,13,49,0.638458,"1314,1380,1437"
medtop:04000000,"economy, business and finance",en,backed,10,39,0.62044,"1336,1607,582"
medtop:04000000,"economy, business and finance",en,increasingly,13,50,0.618656,"1298,1323,1386"
medtop:04000000,"economy, business and finance",en,website,8,32,0.612141,"1296,1380,1386"
medtop:04000000,"economy, business and finance",en,provided,8,32,0.612141,"1298,1458,582"
medtop:04000000,"economy, business and finance",en,expected,17,65,0.612141,"1314,1323,1380"
medtop:04000000,"economy, business and finance",en,affect,9,36,0.603091,"1314,1380,1458"
medtop:04000000,"economy, business and finance",en,influence,9,36,0.603091,"1509,1607,656"
medtop:04000000,"economy, business and finance",en,leaving,10,40,0.595747,"1314,1323,1470"
medtop:04000000,"economy, business and finance",en,despite,12,48,0.584553,"1298,1336,1470"
medtop:04000000,"economy, business and finance",en,august,8,33,0.582288,"1336,1386,601"
medtop:04000000,"economy, business and finance",en,prime minister,9,40,0.580437,"1298,1382,1458"
medtop:04000000,"economy, business and finance",en,vice president,8,36,0.577731,"1323,1458,1515"
medtop:04000000,"economy, business and finance",en,experts,14,56,0.576423,"1314,1458,1509"
medtop:04000000,"economy, business and finance",en,october,9,37,0.576423,"582,601,641"
medtop:04000000,"economy, business and finance",en,significant,10,41,0.57165,"1323,1437,1458"
medtop:04000000,"economy, business and finance",en,conditions,11,45,0.567689,"1296,1314,1323"
medtop:04000000,"economy, business and finance",en,percent,30,118,0.566288,"1298,1314,1382"
medtop:04000000,"economy, business and finance",en,concerns,18,72,0.565404,"1336,1437,1470"
medtop:04000000,"economy, business and finance",en,familiar,8,34,0.5533,"1314,1382,1437"
medtop:04000000,"economy, business and finance",en,ultimately,8,34,0.5533,"1382,1458,1470"
medtop:04000000,"economy, business and finance",en,reduce,9,38,0.550447,"1298,1515,704"
medtop:04000000,"economy, business and finance",en,sought,9,38,0.550447,"1607,649,659"
medtop:04000000,"economy, business and finance",en,december,9,38,0.550447,"582,601,656"
medtop:04000000,"economy, business and finance",en,november,11,46,0.546183,"1336,1386,1437"
medtop:04000000,"economy, business and finance",en,technology,14,58,0.541937,"1298,1336,1386"
medtop:04000000,"economy, business and finance",en,white house,14,63,0.540591,"1336,1382,1607"
medtop:04000000,"economy, business and finance",en,energy,12,51,0.52513,"1298,1323,1336"
medtop:04000000,"economy, business and finance",en,expert,8,35,0.52513,"1298,1380,601"
medtop:04000000,"economy, business and finance",en,respond,15,63,0.52513,"1314,1323,1382"
medtop:04000000,"economy, business and finance",en,central,13,55,0.52513,"1323,1382,1509"
medtop:04000000,"economy, business and finance",en,agencies,8,35,0.52513,"1437,1515,649"
medtop:04000000,"economy, business and finance",en,majority,10,43,0.52513,"1521,573,582"
medtop:04000000,"economy, business and finance",en,ability,9,39,0.52513,"1296,1314,1470"
medtop:04000000,"economy, business and finance",en,claims,9,39,0.52513,"1509,649,656"
medtop:04000000,"economy, business and finance",en,davos switzerland,9,43,0.509819,"641,653,712"
medtop:04000000,"economy, business and finance",en,personal,13,56,0.50743,"1296,1386,601"
medtop:04000000,"economy, business and finance",en,matter,13,56,0.50743,"1382,1470,1509"
medtop:04000000,"economy, business and finance",en,allies,10,44,0.502657,"1298,1458,1607"
medtop:04000000,"economy, business and finance",en,canada,8,36,0.497731,"1298,1458,1509"
medtop:04000000,"economy, business and finance",en,expressed,8,36,0.497731,"1382,582,712"
medtop:10000000,lifestyle and leisure,en,traveling check out,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,tips on traveling,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,next vacation dreaming,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,places to go,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,york times travel,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,smarter and inspiration,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,follow new york,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,just armchair traveling,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,getaway or just,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,dispatch to get,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,get expert tips,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,armchair traveling check,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,vacation dreaming up,8,4,3.642777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,getaway,9,4,3.588138,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,next vacation,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,future getaway,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,vacation dreaming,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,armchair traveling,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,travel dispatch,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,traveling check,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,get expert,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,traveling smarter,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,just armchair,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,follow new,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,dreaming up,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,times travel,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,expert tips,8,4,3.562777,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,vacation,12,8,3.262715,"1301,1378,413"
medtop:10000000,lifestyle and leisure,en,armchair,8,6,3.146305,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,check out,8,8,2.974991,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,dispatch,8,8,2.894991,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,dreaming,8,8,2.894991,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,smarter,10,11,2.807979,"1301,1378,413"
medtop:10000000,lifestyle and leisure,en,destinations,8,9,2.78963,"1301,604,606"
medtop:10000000,lifestyle and leisure,en,travelers,16,19,2.732472,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,inspiration,11,14,2.671847,"1301,1378,1588"
medtop:10000000,lifestyle and leisure,en,airlines,12,17,2.569568,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,travel,21,41,2.248364,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,traveling,8,17,2.201844,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,visitors,8,18,2.147776,"1301,596,600"
medtop:10000000,lifestyle and leisure,en,flights,10,25,2.034789,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,expert,11,32,1.88339,"1301,1378,606"
medtop:10000000,lifestyle and leisure,en,credit,8,28,1.724919,"1301,1378,606"
medtop:10000000,lifestyle and leisure,en,places,14,49,1.691018,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,cities,10,47,1.421685,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,summer,8,52,1.121923,"1301,604,596"
medtop:10000000,lifestyle and leisure,en,follow,8,53,1.103231,"1378,413,471"
medtop:10000000,lifestyle and leisure,en,increasingly,8,55,1.066864,"1301,604,606"
medtop:10000000,lifestyle and leisure,en,number,10,89,0.793076,"1301,1378,606"
medtop:10000000,lifestyle and leisure,en,executive,10,93,0.749591,"1301,1312,1436"
medtop:10000000,lifestyle and leisure,en,program,8,86,0.626307,"1301,1378,606"
medtop:10000000,lifestyle and leisure,en,company,10,110,0.583356,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,future,10,110,0.583356,"1312,1378,413"
medtop:10000000,lifestyle and leisure,en,new york times,9,119,0.570084,"1378,1588,413"
medtop:10000000,lifestyle and leisure,en,become,9,106,0.524747,"1301,606,600"
medtop:10000000,lifestyle and leisure,en,york times,9,119,0.490084,"1378,1588,413"
medtop:10000000,lifestyle and leisure,en,new york,15,195,0.469465,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,percent,10,138,0.358412,"1301,1312,606"
medtop:10000000,lifestyle and leisure,en,according,13,185,0.308301,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,across,10,152,0.262448,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,through,13,195,0.255933,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,already,8,140,0.143455,"1301,1312,1436"
medtop:10000000,lifestyle and leisure,en,united,12,207,0.122402,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,supported by skip,20,395,0.118099,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,united states,10,195,0.094771,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,american,11,198,0.086593,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,several,10,183,0.07795,"1301,1312,1588"
medtop:10000000,lifestyle and leisure,en,including,12,225,0.039405,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,skip after-sponsor,20,395,0.038099,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,around,9,175,0.027092,"1312,1588,413"
medtop:10000000,lifestyle and leisure,en,reporter,9,186,-0.033533,"1312,1378,413"
medtop:10000000,lifestyle and leisure,en,supported,20,396,-0.044423,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,related content skip,17,402,-0.053574,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,states,10,218,-0.096186,"1301,1312,1378"
medtop:10000000,lifestyle and leisure,en,content skip,17,402,-0.133574,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,related content,17,402,-0.133574,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,content,17,402,-0.213574,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,related,17,404,-0.218525,"1312,1378,1436"
medtop:10000000,lifestyle and leisure,en,during,8,207,-0.245323,"1301,1436,1588"
medtop:10000000,lifestyle and leisure,en,president,8,248,-0.425238,"1301,1436,1588"
medtop:06000000,environment,en,set up camp,9,1,3.740538,"1415,536,542"
medtop:06000000,environment,en,up camp,9,1,3.660538,"1415,536,542"
medtop:06000000,environment,en,thwaites glacier,14,2,3.660538,"1415,440,517"
medtop:06000000,environment,en,climate forward,9,1,3.660538,"437,536,548"
medtop:06000000,environment,en,glacier,14,2,3.580538,"1415,440,517"
medtop:06000000,environment,en,thwaites,14,2,3.580538,"1415,440,517"
medtop:06000000,environment,en,greenhouse,8,1,3.475178,"536,1081,275"
medtop:06000000,environment,en,raymond zhong,15,3,3.437395,"1415,440,517"
medtop:06000000,environment,en,sea ice,11,2,3.437395,"1558,542,548"
medtop:06000000,environment,en,raymond,15,3,3.357395,"1415,440,517"
medtop:06000000,environment,en,icebreaker araon,10,2,3.350383,"440,536,542"
medtop:06000000,environment,en,glaciers,10,2,3.270383,"440,517,542"
medtop:06000000,environment,en,sea levels,9,2,3.255073,"517,536,542"
medtop:06000000,environment,en,korea polar research,8,2,3.229713,"440,542,548"
medtop:06000000,environment,en,polar research institute,8,2,3.229713,"440,542,548"
medtop:06000000,environment,en,antarctica,16,4,3.194876,"1415,440,517"
medtop:06000000,environment,en,korea polar,8,2,3.149713,"440,542,548"
medtop:06000000,environment,en,polar research,8,2,3.149713,"440,542,548"
medtop:06000000,environment,en,air pollution,8,2,3.149713,"570,1081,271"
medtop:06000000,environment,en,antarctic,15,4,3.134251,"1415,440,517"
medtop:06000000,environment,en,global warming,13,4,3.08072,"1422,437,517"
medtop:06000000,environment,en,covers climate,10,3,3.062701,"1422,403,536"
medtop:06000000,environment,en,fossil fuels,10,3,3.062701,"1422,437,536"
medtop:06000000,environment,en,pollution,10,3,2.982701,"536,570,1081"
medtop:06000000,environment,en,climate and environmental,8,3,2.942031,"440,542,629"
medtop:06000000,environment,en,warming,24,9,2.887391,"1422,1558,437"
medtop:06000000,environment,en,maxine,8,3,2.782031,"1422,538,570"
medtop:06000000,environment,en,expedition,14,6,2.73324,"1415,440,517"
medtop:06000000,environment,en,underwater,9,4,2.664248,"1422,403,548"
medtop:06000000,environment,en,measurements,8,4,2.558887,"1415,542,548"
medtop:06000000,environment,en,icebreaker,11,6,2.510097,"440,536,542"
medtop:06000000,environment,en,climate change,30,19,2.489355,"1422,1465,1558"
medtop:06000000,environment,en,marine,9,5,2.481926,"403,439,440"
medtop:06000000,environment,en,fossil,12,7,2.456608,"1422,437,536"
medtop:06000000,environment,en,research institute,11,7,2.456566,"440,469,542"
medtop:06000000,environment,en,emissions,15,9,2.441104,"437,536,570"
medtop:06000000,environment,en,planet,18,11,2.430633,"1422,1558,403"
medtop:06000000,environment,en,melting,17,11,2.376566,"1415,1558,440"
medtop:06000000,environment,en,carbon,8,5,2.376566,"1422,437,1081"
medtop:06000000,environment,en,icebergs,8,5,2.376566,"440,542,548"
medtop:06000000,environment,en,ice and snow,9,7,2.354244,"1321,1558,548"
medtop:06000000,environment,en,climate,43,31,2.289554,"1422,1465,1558"
medtop:06000000,environment,en,stretches,8,6,2.222415,"1558,440,548"
medtop:06000000,environment,en,instruments,8,6,2.222415,"440,536,542"
medtop:06000000,environment,en,clouds,8,6,2.222415,"542,548,562"
medtop:06000000,environment,en,scientist,13,10,2.212262,"1321,1558,440"
medtop:06000000,environment,en,waters,14,11,2.194244,"1465,403,439"
medtop:06000000,environment,en,environmental,25,22,2.093703,"403,437,439"
medtop:06000000,environment,en,aboard,8,7,2.088883,"440,548,562"
medtop:06000000,environment,en,scientists,26,28,1.899641,"1415,1558,403"
medtop:06000000,environment,en,beneath,11,12,1.891058,"439,440,542"
medtop:06000000,environment,en,clean energy,10,12,1.884046,"1321,437,536"
medtop:06000000,environment,en,safely,9,10,1.87579,"536,542,548"
medtop:06000000,environment,en,landmark,8,9,1.86574,"1465,439,536"
medtop:06000000,environment,en,southeast,8,9,1.86574,"440,548,562"
medtop:06000000,environment,en,remote,8,9,1.86574,"517,536,542"
medtop:06000000,environment,en,communities,15,17,1.853317,"403,538,1103"
medtop:06000000,environment,en,natural gas,8,10,1.85043,"1321,536,1099"
medtop:06000000,environment,en,voyage,10,12,1.804046,"440,542,548"
medtop:06000000,environment,en,equipment,13,16,1.776944,"1321,536,542"
medtop:06000000,environment,en,delays,11,14,1.747957,"536,542,548"
medtop:06000000,environment,en,photographer,9,12,1.708736,"517,542,548"
medtop:06000000,environment,en,frozen,9,12,1.708736,"536,542,548"
medtop:06000000,environment,en,weather,22,31,1.640859,"1321,1415,1558"
medtop:06000000,environment,en,electricity,13,19,1.614425,"1321,536,1081"
medtop:06000000,environment,en,associate,8,13,1.529268,"1558,538,548"
medtop:06000000,environment,en,photos,8,13,1.529268,"517,538,548"
medtop:06000000,environment,en,section,9,15,1.501097,"1422,440,548"
medtop:06000000,environment,en,managed,9,15,1.501097,"437,536,542"
medtop:06000000,environment,en,surface,12,20,1.491527,"439,440,542"
medtop:06000000,environment,en,temperatures,10,17,1.478624,"1321,1558,437"
medtop:06000000,environment,en,papers,8,14,1.460275,"1422,1558,439"
medtop:06000000,environment,en,collapse,9,16,1.440472,"437,440,536"
medtop:06000000,environment,en,nearby,9,16,1.440472,"548,562,267"
medtop:06000000,environment,en,times reporter who,8,17,1.437953,"538,1099,1103"
medtop:06000000,environment,en,energy,23,40,1.435582,"1321,1465,437"
medtop:06000000,environment,en,two days,8,16,1.415112,"548,562,598"
medtop:06000000,environment,en,mountains,8,15,1.395736,"1321,469,542"
medtop:06000000,environment,en,there was no,8,18,1.383886,"437,548,562"
medtop:06000000,environment,en,causing,12,23,1.357996,"1321,1558,437"
medtop:06000000,environment,en,flying,8,16,1.335112,"1415,517,548"
medtop:06000000,environment,en,extreme,12,24,1.317174,"1321,1558,548"
medtop:06000000,environment,en,electric,13,26,1.314321,"1321,536,1081"
medtop:06000000,environment,en,monday,13,26,1.314321,"1422,469,536"
medtop:06000000,environment,en,forward,15,30,1.309702,"437,536,548"
medtop:06000000,environment,en,century,17,34,1.306124,"1415,1422,517"
medtop:06000000,environment,en,survey,9,19,1.277953,"440,542,548"
medtop:06000000,environment,en,levels,12,25,1.277953,"517,536,542"
medtop:06000000,environment,en,landscape,9,19,1.277953,"542,548,562"
medtop:06000000,environment,en,losing,9,20,1.229163,"1321,548,562"
medtop:06000000,environment,en,journey,9,20,1.229163,"1415,517,542"
medtop:06000000,environment,en,degrees,8,18,1.223886,"437,542,587"
medtop:06000000,environment,en,reporter who,9,22,1.218191,"517,538,1099"
medtop:06000000,environment,en,scientific,13,29,1.20896,"440,469,542"
medtop:06000000,environment,en,set up,11,27,1.203803,"1415,536,542"
medtop:06000000,environment,en,couldn,8,19,1.172593,"440,536,542"
medtop:06000000,environment,en,richard,8,19,1.172593,"517,536,548"
medtop:06000000,environment,en,expensive,8,19,1.172593,"536,598,1103"
medtop:06000000,environment,en,institute,19,44,1.16017,"1558,437,439"
medtop:06000000,environment,en,scheduled,14,33,1.15279,"1422,403,536"
medtop:06000000,environment,en,governments,9,22,1.138191,"439,538,1103"
medtop:06000000,environment,en,amount,12,29,1.134852,"440,536,548"
medtop:06000000,environment,en,first time,10,28,1.0817,"403,440,548"
medtop:06000000,environment,en,protection,10,26,1.073159,"570,1081,1103"
medtop:06000000,environment,en,heavily,9,24,1.05481,"440,536,548"
medtop:06000000,environment,en,responsible,9,24,1.05481,"536,538,629"
medtop:06000000,environment,en,how much,10,29,1.047798,"1321,548,562"
medtop:06000000,environment,en,effects,14,37,1.041564,"538,570,629"
medtop:06000000,environment,en,covered,12,32,1.039542,"403,439,440"
medtop:06000000,environment,en,ensure,10,27,1.036791,"1321,1422,548"
medtop:06000000,environment,en,setting,13,35,1.026639,"1415,1558,439"
medtop:06000000,environment,en,caused,11,30,1.02202,"1321,1465,1558"
medtop:06000000,environment,en,environment,17,46,1.011325,"1422,403,469"
medtop:06000000,environment,en,bringing,10,28,1.0017,"1321,439,517"
medtop:06000000,environment,en,moving,13,36,0.99924,"1558,440,542"
medtop:06000000,environment,en,change,37,100,0.993566,"1321,1422,1465"
medtop:06000000,environment,en,dangerous,8,23,0.990271,"1321,1422,1081"
medtop:06000000,environment,en,science,18,50,0.983714,"1422,1558,439"
medtop:06000000,environment,en,operating,10,29,0.967798,"1321,536,548"
medtop:06000000,environment,en,resources,14,40,0.965579,"1321,403,439"
medtop:06000000,environment,en,january,12,35,0.952531,"1415,437,536"
medtop:06000000,environment,en,source,9,27,0.941481,"536,570,618"
medtop:06000000,environment,en,british,11,33,0.929647,"1465,440,542"
medtop:06000000,environment,en,rising,12,36,0.925132,"1321,1558,437"
medtop:06000000,environment,en,natural,14,42,0.91795,"1321,403,536"
medtop:06000000,environment,en,mission,9,28,0.90639,"536,542,548"
medtop:06000000,environment,en,research,31,93,0.893542,"1321,1558,437"
medtop:06000000,environment,en,beginning,9,29,0.872488,"1321,403,469"
medtop:06000000,environment,en,advance,8,26,0.872488,"437,440,548"
medtop:06000000,environment,en,project,15,47,0.872488,"538,542,548"
medtop:06000000,environment,en,los angeles,10,35,0.865477,"1321,439,570"
medtop:06000000,environment,en,chief executive,13,45,0.861516,"437,536,598"
medtop:06000000,environment,en,california,13,42,0.848958,"1422,1558,439"
medtop:06000000,environment,en,projects,11,36,0.845089,"403,437,598"
medtop:06000000,environment,en,reduce,11,36,0.845089,"437,536,1081"
medtop:06000000,environment,en,videos,10,33,0.842635,"1415,1422,469"
medtop:06000000,environment,en,average,8,27,0.83612,"570,587,618"
medtop:06000000,environment,en,conditions,13,43,0.825968,"1321,1422,548"
medtop:06000000,environment,en,researchers,13,43,0.825968,"1422,469,536"
medtop:06000000,environment,en,island,17,56,0.818421,"1465,440,548"
medtop:06000000,environment,en,severe,9,31,0.80795,"1321,1558,598"
medtop:06000000,environment,en,roughly,12,41,0.79838,"439,536,542"
medtop:06000000,environment,en,operations,11,38,0.792445,"403,440,548"
medtop:06000000,environment,en,angeles,10,35,0.785477,"1321,439,570"
medtop:06000000,environment,en,northern,9,32,0.777178,"1558,538,618"
medtop:06000000,environment,en,planning,9,32,0.777178,"439,536,548"
medtop:06000000,environment,en,proposed,9,32,0.777178,"570,1104,267"
medtop:06000000,environment,en,across the country,9,38,0.770124,"1321,1422,536"
medtop:06000000,environment,en,executives,8,29,0.767128,"437,538,1081"
medtop:06000000,environment,en,industry,16,56,0.761262,"1321,403,437"
medtop:13000000,science and technology,en,computer,11,11,1.95091,"1385,1440,515"
medtop:13000000,science and technology,en,elon musk,8,9,1.92555,"1440,415,515"
medtop:13000000,science and technology,en,technologies,14,16,1.825747,"1332,1375,402"
medtop:13000000,science and technology,en,software,12,14,1.807809,"1375,1385,515"
medtop:13000000,science and technology,en,journal,14,21,1.567918,"1440,1557,454"
medtop:13000000,science and technology,en,amazon,8,13,1.509077,"1516,415,470"
medtop:13000000,science and technology,en,researchers,21,35,1.458434,"1440,407,470"
medtop:13000000,science and technology,en,technology,26,46,1.396599,"1375,1385,1459"
medtop:13000000,science and technology,en,products,8,15,1.375546,"1405,1459,1533"
medtop:13000000,science and technology,en,science,24,44,1.363123,"1332,1405,1440"
medtop:13000000,science and technology,en,develop,9,18,1.309056,"1459,1602,470"
medtop:13000000,science and technology,en,researcher,13,26,1.294131,"1440,470,515"
medtop:13000000,science and technology,en,artificial,14,30,1.224973,"1385,1516,407"
medtop:13000000,science and technology,en,artificial intelligence,11,26,1.21998,"1385,1516,407"
medtop:13000000,science and technology,en,struggling,8,19,1.152402,"1332,1459,407"
medtop:13000000,science and technology,en,finding,9,22,1.118001,"1533,1608,407"
medtop:13000000,science and technology,en,improve,8,20,1.103612,"1332,1405,1440"
medtop:13000000,science and technology,en,disease,8,20,1.103612,"1405,1440,1602"
medtop:13000000,science and technology,en,online,13,32,1.09346,"1440,470,515"
medtop:13000000,science and technology,en,scientific,12,30,1.081872,"1440,470,497"
medtop:13000000,science and technology,en,highest,9,23,1.075441,"1332,1516,1533"
medtop:13000000,science and technology,en,developed,11,28,1.068521,"1332,1440,1533"
medtop:13000000,science and technology,en,various,10,26,1.052969,"1385,1516,1533"
medtop:13000000,science and technology,en,reporter who,8,23,1.050081,"1375,515,539"
medtop:13000000,science and technology,en,features,9,24,1.034619,"1385,514,520"
medtop:13000000,science and technology,en,designed,11,30,1.00183,"402,515,688"
medtop:13000000,science and technology,en,created,19,51,0.995399,"1375,1385,1533"
medtop:13000000,science and technology,en,influence,12,33,0.989499,"1375,1533,1608"
medtop:13000000,science and technology,en,columbia,10,29,0.947608,"1332,1405,1516"
medtop:13000000,science and technology,en,spread,10,29,0.947608,"1602,454,588"
medtop:13000000,science and technology,en,scientists,14,40,0.945388,"1440,1533,1557"
medtop:13000000,science and technology,en,two years,8,26,0.932298,"1332,1533,1602"
medtop:13000000,science and technology,en,surface,8,24,0.929259,"415,520,521"
medtop:13000000,science and technology,en,colleagues,13,38,0.926406,"1332,1440,1602"
medtop:13000000,science and technology,en,showed,14,42,0.89776,"1440,1533,1602"
medtop:13000000,science and technology,en,problems,8,25,0.890038,"1332,1516,470"
medtop:13000000,science and technology,en,executives,9,28,0.886199,"1516,454,515"
medtop:13000000,science and technology,en,separate,12,37,0.878273,"1375,1440,402"
medtop:13000000,science and technology,en,larger,8,26,0.852298,"1516,454,497"
medtop:13000000,science and technology,en,intelligence,14,45,0.830319,"1375,1385,1440"
medtop:13000000,science and technology,en,multiple,11,36,0.824899,"1405,1516,1557"
medtop:13000000,science and technology,en,growth,9,30,0.819508,"1385,1459,571"
medtop:13000000,science and technology,en,investors,9,31,0.787759,"1375,1516,1602"
medtop:13000000,science and technology,en,published,14,48,0.76714,"1440,1602,1608"
medtop:13000000,science and technology,en,addition,9,32,0.756988,"1375,1533,497"
medtop:13000000,science and technology,en,create,14,49,0.746937,"1375,1385,1459"
medtop:13000000,science and technology,en,institute,14,49,0.746937,"1375,1516,1557"
medtop:13000000,science and technology,en,released,10,36,0.737888,"1375,1440,497"
medtop:13000000,science and technology,en,university,30,104,0.730937,"1332,1375,1385"
medtop:13000000,science and technology,en,beginning,8,30,0.714148,"1332,402,470"
medtop:13000000,science and technology,en,complex,8,30,0.714148,"1375,1440,1533"
medtop:13000000,science and technology,en,frequently,8,30,0.714148,"1516,1557,1602"
medtop:13000000,science and technology,en,nature,10,37,0.711219,"1440,470,519"
medtop:13000000,science and technology,en,studies,12,44,0.709197,"1405,1440,470"
medtop:13000000,science and technology,en,experts,15,55,0.698147,"1375,1405,1459"
medtop:13000000,science and technology,en,research,27,97,0.698147,"1332,1440,1459"
medtop:13000000,science and technology,en,produce,9,34,0.698147,"1375,1440,1459"
medtop:13000000,science and technology,en,thought,13,48,0.698147,"1385,1459,1533"
medtop:13000000,science and technology,en,companies,21,76,0.698147,"1405,1459,1516"
medtop:13000000,science and technology,en,require,10,38,0.685244,"1405,1516,407"
medtop:13000000,science and technology,en,skip after-sponsor learn,10,45,0.680164,"1440,454,514"
medtop:13000000,science and technology,en,although,11,42,0.674617,"1459,470,519"
medtop:13000000,science and technology,en,example,16,60,0.67325,"1440,1459,407"
medtop:13000000,science and technology,en,millions,14,53,0.669976,"1332,1405,1440"
medtop:13000000,science and technology,en,involved,12,46,0.665712,"1375,454,470"
medtop:13000000,science and technology,en,questions,16,62,0.640989,"1375,407,454"
medtop:13000000,science and technology,en,declined,10,40,0.635233,"1332,1405,1459"
medtop:13000000,science and technology,en,california,11,44,0.629154,"1332,1440,1557"
medtop:13000000,science and technology,en,information,17,67,0.621774,"1375,1440,454"
medtop:13000000,science and technology,en,caused,8,33,0.621774,"1440,1557,454"
medtop:13000000,science and technology,en,proposed,8,33,0.621774,"1602,407,571"
medtop:13000000,science and technology,en,changes,13,52,0.619676,"1375,1405,1602"
medtop:13000000,science and technology,en,effects,10,41,0.611136,"1440,1516,407"
medtop:13000000,science and technology,en,health,16,64,0.609736,"1332,1405,1440"
medtop:13000000,science and technology,en,services,13,53,0.600983,"1405,1459,1516"
medtop:13000000,science and technology,en,after-sponsor learn,10,45,0.600164,"1440,454,514"
medtop:13000000,science and technology,en,families,8,34,0.592787,"1440,415,1042"
medtop:13000000,science and technology,en,environmental,9,38,0.589934,"1440,402,407"
medtop:13000000,science and technology,en,direction,9,38,0.589934,"1533,1557,591"
medtop:13000000,science and technology,en,compared,8,35,0.564616,"1332,1533,519"
medtop:13000000,science and technology,en,years ago,9,43,0.549306,"1385,1533,470"
medtop:13000000,science and technology,en,considered,10,44,0.542143,"1385,1602,402"
medtop:13000000,science and technology,en,showing,8,36,0.537217,"1375,1440,520"
medtop:13000000,science and technology,en,themselves,8,36,0.537217,"1375,407,470"
medtop:13000000,science and technology,en,entire,8,36,0.537217,"1405,1602,520"
medtop:13000000,science and technology,en,eventually,8,36,0.537217,"1459,1516,1608"
medtop:13000000,science and technology,en,worked,15,65,0.533844,"1332,1533,1602"
medtop:13000000,science and technology,en,development,11,49,0.523794,"1332,1440,1459"
medtop:13000000,science and technology,en,spokesman,9,41,0.515826,"1405,1516,1608"
medtop:13000000,science and technology,en,medical,9,41,0.515826,"1405,1440,1602"
